string_id,gene_name,uniprot_id,uniprot_ac,protein_fullname,degree,degree_cent,betweenness,closeness,eigenvector,pagerank,k_core,clustering_coeff,weighted_degree,community_id,community_size,participation_coeff,within_module_z,num_comm_connected,protein_role,label
9606.ENSP00000263256,DESI1,DESI1_HUMAN,Q6ICB0,Desumoylating isopeptidase 1,29.0,0.001826081,9.21e-05,0.244828909,0.000383421,6e-05,24.0,0.521210489,28133.0,3.0,1094.0,0.302021403,0.360570169,3.0,peripheral,0
9606.ENSP00000263269,GRIN2D,NMDE4_HUMAN,O15399,"Glutamate receptor ionotropic, NMDA 2D",43.0,0.002707638,9.01e-05,0.249041814,4.3e-05,0.000102402,24.0,0.346474527,35876.0,4.0,2493.0,0.131963223,1.417780878,2.0,peripheral,0
9606.ENSP00000263314,P2RX3,P2RX3_HUMAN,P56373,P2X purinoceptor 3,19.0,0.001196398,0.000157944,0.22200453,5.19e-05,5.96e-05,13.0,0.405190309,16635.0,4.0,2493.0,0.265927978,0.14834676,1.0,peripheral,0
9606.ENSP00000263321,TYR,TYRO_HUMAN,P14679,Tyrosinase,37.0,0.002329828,0.000577865,0.253261166,2.12e-05,0.000106425,17.0,0.145399703,32139.0,8.0,1936.0,0.609203798,0.164148243,5.0,peripheral,0
9606.ENSP00000263334,PAX8,PAX8_HUMAN,Q06710,Paired box protein Pax-8,33.0,0.002077955,0.000287243,0.270226083,0.00011423,7.95e-05,19.0,0.139601587,27495.0,1.0,2329.0,0.749311295,-0.419457005,5.0,connector,0
9606.ENSP00000263339,IL1A,IL1A_HUMAN,P01583,Interleukin-1 alpha,138.0,0.008689629,0.000296847,0.279904184,0.000328677,0.000227106,40.0,0.220019302,115758.0,1.0,2329.0,0.111216131,3.006901817,3.0,provincial_hub,0
9606.ENSP00000263341,IL1B,IL1B_HUMAN,P01584,Interleukin-1 beta,299.0,0.01882753,0.002600203,0.307541046,0.001116731,0.000483019,40.0,0.114562317,246450.0,1.0,2329.0,0.316349929,6.346881846,7.0,provincial_hub,0
9606.ENSP00000263354,NAPA,SNAA_HUMAN,A8K879,Alpha-soluble NSF attachment protein,65.0,0.004092941,0.000183611,0.236446071,7.85e-06,0.000154988,28.0,0.40111776,57705.0,25.0,998.0,0.060118343,3.274576936,2.0,provincial_hub,1
9606.ENSP00000263370,ITPKC,IP3KC_HUMAN,Q96DU7,Inositol-trisphosphate 3-kinase C,14.0,0.000881557,0.0,0.226993506,5.57e-06,3.94e-05,11.0,0.598114256,11915.0,25.0,998.0,0.642857143,-0.477310304,3.0,connector,0
9606.ENSP00000263383,ILVBL,ILVBL_HUMAN,A1L0T0,Acetolactate synthase-like protein,24.0,0.00151124,3.86e-06,0.229984608,0.000149722,4.98e-05,17.0,0.143620135,18370.0,8.0,1936.0,0.288194444,0.058744927,2.0,peripheral,0
9606.ENSP00000263384,FAM32A,FA32A_HUMAN,Q9BT02,Protein FAM32A,47.0,0.002959511,0.0,0.234555433,0.00068824,5.75e-05,44.0,0.811326869,39601.0,11.0,893.0,0.0,0.511792943,0.0,peripheral,1
9606.ENSP00000263408,C9,CO9_HUMAN,P02748,Complement component C9,32.0,0.002014986,6.09e-05,0.251189291,7.23e-05,7.02e-05,20.0,0.37194577,25967.0,12.0,518.0,0.517578125,-0.353782191,2.0,peripheral,0
9606.ENSP00000263413,C6,CO6_HUMAN,P13671,Complement component C6,22.0,0.001385303,2.14e-05,0.244931869,6.07e-05,5.17e-05,20.0,0.683675181,18234.0,12.0,518.0,0.297520661,-0.353782191,1.0,peripheral,0
9606.ENSP00000263464,BIRC3,BIRC3_HUMAN,Q13489,Baculoviral IAP repeat-containing protein 3,77.0,0.004848561,8.6e-05,0.280275217,0.000685017,0.000138319,35.0,0.298510121,67443.0,1.0,2329.0,0.339348963,1.04898249,7.0,peripheral,0
9606.ENSP00000263512,SLC10A3,P3_HUMAN,P09131,P3 protein,3.0,0.000188905,1.5e-05,0.203433329,7.06e-05,2.77e-05,2.0,0.0,2418.0,4.0,2493.0,0.666666667,-0.645049564,2.0,connector,0
9606.ENSP00000263549,PARP12,PAR12_HUMAN,Q9H0J9,Protein mono-ADP-ribosyltransferase PARP12,17.0,0.001070462,6.07e-06,0.233956852,0.000354825,3.41e-05,15.0,0.495232976,13020.0,1.0,2329.0,0.394463668,-0.361871143,3.0,peripheral,0
9606.ENSP00000263598,LCN1,LCN1_HUMAN,P31025,Lipocalin-1,17.0,0.001070462,0.00095493,0.219860427,1.61e-06,7.54e-05,10.0,0.071118158,13782.0,1.0,2329.0,0.678200692,-0.477042868,6.0,connector,0
9606.ENSP00000263636,LY75,LY75_HUMAN,O60449,Lymphocyte antigen 75,12.0,0.00075562,4.27e-06,0.224558149,1.34e-05,3.33e-05,10.0,0.336590771,9399.0,1.0,2329.0,0.152777778,-0.419457005,1.0,peripheral,0
9606.ENSP00000263672,SPCS2,SPCS2_HUMAN,Q15005,Signal peptidase complex subunit 2,16.0,0.001007493,3.91e-05,0.226355929,0.001115556,3.65e-05,12.0,0.388870963,13033.0,17.0,842.0,0.2265625,-0.863927367,2.0,peripheral,0
9606.ENSP00000263681,POLD3,DPOD3_HUMAN,B7ZAI6,DNA polymerase delta subunit 3,40.0,0.002518733,4.85e-06,0.242228039,9.29e-05,7e-05,30.0,0.501651479,35646.0,5.0,888.0,0.04875,0.393430336,1.0,peripheral,1
9606.ENSP00000263686,SELP,LYAM3_HUMAN,P16109,P-selectin,63.0,0.003967005,0.000585233,0.266400747,9.26e-05,0.00013066,32.0,0.213485522,53732.0,1.0,2329.0,0.259511212,0.81863904,4.0,peripheral,0
9606.ENSP00000263733,FAM20B,XYLK_HUMAN,O75063,Glycosaminoglycan xylosylkinase,4.0,0.000251873,8.8e-07,0.174497847,6.45e-07,3.35e-05,3.0,0.125521683,2868.0,19.0,419.0,0.0,-0.627905371,0.0,peripheral,0
9606.ENSP00000263735,EPCAM,EPCAM_HUMAN,P16422,Epithelial cell adhesion molecule,39.0,0.002455765,0.00013535,0.266300279,0.000242679,8.41e-05,25.0,0.160171029,32090.0,1.0,2329.0,0.499671269,0.041229895,6.0,peripheral,0
9606.ENSP00000263736,SRBD1,SRBD1_HUMAN,Q53T56,S1 RNA-binding domain-containing protein 1,2.0,0.000125937,0.0,0.201561445,1.72e-05,1.17e-05,2.0,0.86473485,1651.0,7.0,1183.0,0.0,-0.700502758,0.0,peripheral,1
9606.ENSP00000263847,OSBP,OSBP1_HUMAN,P22059,Oxysterol-binding protein 1,12.0,0.00075562,7.11e-05,0.223996135,4.01e-06,5.18e-05,9.0,0.131748916,10021.0,25.0,998.0,0.513888889,-0.410312318,3.0,peripheral,1
9606.ENSP00000263849,ZC2HC1A,ZC21A_HUMAN,Q96GY0,Zinc finger C2HC domain-containing protein 1A,1.0,6.3e-05,0.0,0.17416008,6.72e-08,1.19e-05,1.0,0.0,872.0,3.0,1094.0,0.0,-0.749915338,0.0,peripheral,0
9606.ENSP00000263918,STRN,STRN_HUMAN,O43815,Striatin,41.0,0.002581701,0.000326682,0.269158663,0.000110112,9.46e-05,21.0,0.28158433,37261.0,4.0,2493.0,0.410469958,0.941743084,4.0,peripheral,0
9606.ENSP00000263955,STK17B,ST17B_HUMAN,O94768,Serine/threonine-protein kinase 17B,1.0,6.3e-05,0.0,0.183924862,8.37e-08,1.24e-05,1.0,0.0,724.0,4.0,2493.0,0.0,-0.645049564,0.0,peripheral,0
9606.ENSP00000263967,PIK3CA,PK3CA_HUMAN,P42336,,196.0,0.012341792,0.001322058,0.308915826,0.000663438,0.000355541,40.0,0.145640029,171490.0,1.0,2329.0,0.585068721,2.776558367,8.0,provincial_hub,0
9606.ENSP00000263985,GATB,GATB_HUMAN,O75879,,52.0,0.003274353,0.000555501,0.246497649,0.001520422,0.000115835,24.0,0.140991922,43891.0,8.0,1936.0,0.576923077,0.691164825,6.0,peripheral,1
9606.ENSP00000264005,LCAT,LCAT_HUMAN,P04180,Phosphatidylcholine-sterol acyltransferase,54.0,0.00340029,0.000505626,0.253566053,2.73e-05,0.000120572,25.0,0.294596388,47198.0,1.0,2329.0,0.491769547,0.242780414,3.0,peripheral,0
9606.ENSP00000264028,ARCN1,COPD_HUMAN,B4E1X2,Coatomer subunit delta,32.0,0.002014986,3.87e-05,0.226856289,1.48e-05,9.02e-05,17.0,0.350360582,26701.0,25.0,998.0,0.119140625,1.063643384,2.0,peripheral,1
9606.ENSP00000264029,TREH,TREA_HUMAN,O43280,Trehalase,7.0,0.000440778,1.01e-05,0.205782971,3.86e-06,2.44e-05,7.0,0.116964826,5420.0,8.0,1936.0,0.244897959,-0.679078288,1.0,peripheral,0
9606.ENSP00000264072,FCER2,FCER2_HUMAN,P06734,Low affinity immunoglobulin epsilon Fc receptor,4.0,0.000251873,3.81e-07,0.215738277,2.74e-06,1.62e-05,4.0,0.148577513,3204.0,1.0,2329.0,0.375,-0.649800456,1.0,peripheral,0
9606.ENSP00000264108,HAT1,HAT1_HUMAN,O14929,,30.0,0.00188905,4.61e-05,0.248175705,0.000305794,4.85e-05,27.0,0.422630929,26357.0,7.0,1183.0,0.38,-0.269510881,2.0,peripheral,0
9606.ENSP00000264156,MCM6,MCM6_HUMAN,B2R6H2,DNA replication licensing factor MCM6,101.0,0.006359801,0.000331806,0.263207272,0.000436495,0.000149052,40.0,0.29126764,88377.0,5.0,888.0,0.311930203,1.763737884,4.0,peripheral,1
9606.ENSP00000264162,LCT,LPH_HUMAN,P09848,Lactase,22.0,0.001385303,0.00013654,0.231512187,7.42e-06,6.18e-05,15.0,0.353703779,19362.0,8.0,1936.0,0.450413223,-0.152061706,4.0,peripheral,0
9606.ENSP00000264187,NID1,NID1_HUMAN,P14543,Nidogen-1,36.0,0.00226686,0.000298552,0.25154636,2.29e-05,9.75e-05,23.0,0.241839856,30641.0,1.0,2329.0,0.155864198,0.213987483,2.0,peripheral,0
9606.ENSP00000264218,NMU,NMU_HUMAN,P48645,Neuromedin precursor-related peptide 33,21.0,0.001322335,9.59e-06,0.229742767,1.16e-05,6.61e-05,14.0,0.282637109,17018.0,4.0,2493.0,0.090702948,0.359919113,1.0,peripheral,0
9606.ENSP00000264220,PPAT,PUR1_HUMAN,Q06203,Amidophosphoribosyltransferase,43.0,0.002707638,0.000134977,0.240755986,9.78e-05,9.65e-05,22.0,0.20096815,36471.0,8.0,1936.0,0.133044889,1.11277809,3.0,peripheral,1
9606.ENSP00000264233,POLQ,DPOLQ_HUMAN,O75417,DNA polymerase theta,19.0,0.001196398,2.71e-05,0.236502767,5.78e-05,3.61e-05,16.0,0.389279982,14981.0,5.0,888.0,0.099722992,-0.260580085,1.0,peripheral,0
9606.ENSP00000264245,ARHGAP31,RHG31_HUMAN,Q2M1Z3,Rho GTPase-activating protein 31,7.0,0.000440778,6.34e-07,0.236360578,1.26e-05,2.75e-05,6.0,0.235689001,5639.0,4.0,2493.0,0.448979592,-0.433477211,2.0,peripheral,0
9606.ENSP00000264246,CD80,CD80_HUMAN,P33681,T-lymphocyte activation antigen CD80,104.0,0.006548706,0.000175677,0.270115564,0.000187806,0.000172296,40.0,0.286956924,86898.0,1.0,2329.0,0.037906805,2.200699741,2.0,peripheral,0
9606.ENSP00000264249,CHST10,CHSTA_HUMAN,O43529,Carbohydrate sulfotransferase 10,3.0,0.000188905,3.01e-06,0.19692148,2.2e-07,1.77e-05,3.0,0.315387134,2721.0,8.0,1936.0,0.666666667,-0.942586578,2.0,connector,0
9606.ENSP00000264279,NOP58,NOP58_HUMAN,Q53SA4,Nucleolar protein 58,212.0,0.013349285,0.000817718,0.277557185,0.036089488,0.000189596,87.0,0.356345184,192343.0,17.0,842.0,0.216002136,1.079802459,4.0,peripheral,1
9606.ENSP00000264316,TXK,TXK_HUMAN,P42681,Tyrosine-protein kinase TXK,17.0,0.001070462,3.17e-08,0.243894216,3.05e-05,3.61e-05,17.0,0.667596214,14617.0,1.0,2329.0,0.0,-0.246699418,0.0,peripheral,0
9606.ENSP00000264318,GABRA4,GBRA4_HUMAN,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,17.0,0.001070462,5.6e-06,0.222455669,3.1e-06,5.06e-05,14.0,0.42445729,14353.0,4.0,2493.0,0.46366782,-0.063225593,3.0,peripheral,0
9606.ENSP00000264331,TOP2B,TOP2B_HUMAN,Q02880,DNA topoisomerase 2-beta,15.0,0.000944525,3.15e-06,0.240782766,4.79e-05,3.6e-05,12.0,0.238818394,12073.0,5.0,888.0,0.417777778,-0.478583559,2.0,peripheral,0
9606.ENSP00000264376,CRYGD,CRGD_HUMAN,P07320,Gamma-crystallin D,13.0,0.000818588,3.57e-05,0.214890302,3.61e-06,5.5e-05,9.0,0.291681668,10763.0,22.0,371.0,0.390532544,-0.158823626,3.0,peripheral,0
9606.ENSP00000264409,GPAT3,GPAT3_HUMAN,Q53EU6,Glycerol-3-phosphate acyltransferase 3,20.0,0.001259367,0.000206844,0.21111933,1.73e-06,6.3e-05,17.0,0.563016425,17753.0,8.0,1936.0,0.0,0.058744927,0.0,peripheral,0
9606.ENSP00000264474,CSTA,CYTA_HUMAN,P01040,Cystatin-A,19.0,0.001196398,0.000247829,0.226341496,1.08e-05,7.15e-05,14.0,0.163290335,15676.0,27.0,129.0,0.542936288,-0.039439824,2.0,peripheral,0
9606.ENSP00000264501,KIAA1109,K1109_HUMAN,Q2LD37,Transmembrane protein KIAA1109,2.0,0.000125937,0.000125937,0.158507043,1.33e-09,4.31e-05,1.0,0.0,1707.0,22.0,371.0,0.0,-0.815353601,0.0,peripheral,0
9606.ENSP00000264613,CP,CERU_HUMAN,P00450,Ceruloplasmin,31.0,0.001952018,0.000524969,0.255014349,0.000952841,8.07e-05,19.0,0.222491667,26773.0,1.0,2329.0,0.640998959,-0.246699418,5.0,connector,0
9606.ENSP00000264638,CNTNAP1,CNTP1_HUMAN,P78357,Contactin-associated protein 1,17.0,0.001070462,4.08e-05,0.225582721,1.11e-05,5.44e-05,12.0,0.14977167,14086.0,4.0,2493.0,0.442906574,-0.063225593,2.0,peripheral,0
9606.ENSP00000264639,PSMD3,PSMD3_HUMAN,B3KMW9,26S proteasome non-ATPase regulatory subunit 3,66.0,0.00415591,0.000274114,0.264596598,0.001641885,0.00010649,40.0,0.601689579,61462.0,3.0,1094.0,0.144168962,2.147003375,4.0,peripheral,1
9606.ENSP00000264651,KRT24,K1C24_HUMAN,Q2M2I5,"Keratin, type I cytoskeletal 24",1.0,6.3e-05,0.0,0.156868056,8.86e-10,1.75e-05,1.0,0.0,827.0,20.0,1252.0,0.0,-0.729413203,0.0,peripheral,0
9606.ENSP00000264663,NNT,NNTM_HUMAN,Q13423,"NAD(P) transhydrogenase, mitochondrial",19.0,0.001196398,4.04e-06,0.245233709,3.21e-05,4.34e-05,18.0,0.604306072,17078.0,8.0,1936.0,0.409972299,-0.257465022,2.0,peripheral,0
9606.ENSP00000264669,FASTKD3,FAKD3_HUMAN,Q14CZ7,,10.0,0.000629683,3.66e-06,0.206588321,0.00042412,2.43e-05,8.0,0.138717462,7569.0,17.0,842.0,0.48,-0.942575395,3.0,peripheral,0
9606.ENSP00000264712,KIF3C,KIF3C_HUMAN,O14782,Kinesin-like protein KIF3C,7.0,0.000440778,9.64e-06,0.219006202,7.4e-06,2.66e-05,7.0,0.249654608,5713.0,20.0,1252.0,0.612244898,-0.522332629,3.0,peripheral,0
9606.ENSP00000264718,GPN1,GPN1_HUMAN,B4DQJ5,GPN-loop GTPase 1,28.0,0.001763113,7.18e-05,0.241844916,0.001158558,4.76e-05,21.0,0.431705159,24510.0,7.0,1183.0,0.316326531,-0.269510881,4.0,peripheral,1
9606.ENSP00000264734,CLDN16,CLD16_HUMAN,Q9Y5I7,Claudin-16,30.0,0.00188905,5.37e-05,0.229726577,8.92e-06,8.88e-05,14.0,0.379597891,24292.0,4.0,2493.0,0.0,0.888849996,0.0,peripheral,0
9606.ENSP00000264741,ITGA9,ITA9_HUMAN,Q13797,Integrin alpha-9,55.0,0.003463258,2.91e-05,0.257507027,6.17e-05,0.000102493,29.0,0.311902984,43180.0,1.0,2329.0,0.105123967,0.761053177,3.0,peripheral,0
9606.ENSP00000264819,MIER2,MIER2_HUMAN,Q8N344,Mesoderm induction early response protein 2,5.0,0.000314842,0.0,0.21785736,9.48e-06,1.69e-05,5.0,0.394882285,3706.0,7.0,1183.0,0.32,-0.659455912,1.0,peripheral,0
9606.ENSP00000264828,COL5A3,CO5A3_HUMAN,P25940,Collagen alpha-3(V) chain,17.0,0.001070462,3.11e-06,0.215631956,5.22e-06,4.48e-05,15.0,0.586909424,13857.0,1.0,2329.0,0.0,-0.246699418,0.0,peripheral,0
9606.ENSP00000264834,KLF1,KLF1_HUMAN,Q13351,Krueppel-like factor 1,36.0,0.00226686,0.000348967,0.262874143,0.001099857,8.27e-05,18.0,0.179436116,29777.0,20.0,1252.0,0.804012346,-0.17719834,8.0,connector,0
9606.ENSP00000264864,PI4K2B,P4K2B_HUMAN,Q8TCG2,Phosphatidylinositol 4-kinase type 2-beta,28.0,0.001763113,5.39e-07,0.251306714,2.62e-05,6.26e-05,24.0,0.579974124,24064.0,25.0,998.0,0.31122449,0.594657479,3.0,peripheral,0
9606.ENSP00000264870,F13A1,F13A_HUMAN,P00488,Coagulation factor XIII A chain,9.0,0.000566715,1.82e-07,0.230568106,6.65e-06,2.78e-05,9.0,0.487973045,7472.0,1.0,2329.0,0.197530864,-0.505835799,1.0,peripheral,0
9606.ENSP00000264917,PDE8B,PDE8B_HUMAN,O95263,,17.0,0.001070462,3.23e-05,0.230913474,1.69e-05,4.17e-05,16.0,0.293722074,14008.0,8.0,1936.0,0.214532872,-0.204763364,2.0,peripheral,0
9606.ENSP00000264952,GRK7,GRK7_HUMAN,Q8WTQ7,Rhodopsin kinase GRK7,7.0,0.000440778,9.07e-06,0.232861549,1e-05,2.82e-05,6.0,0.581932913,6517.0,4.0,2493.0,0.0,-0.327691034,0.0,peripheral,0
9606.ENSP00000264954,GRPEL1,GRPE1_HUMAN,B2R783,"GrpE protein homolog 1, mitochondrial",56.0,0.003526226,6.5e-05,0.263599217,0.000962855,0.000100632,23.0,0.236100825,45903.0,3.0,1094.0,0.566964286,0.65026204,3.0,peripheral,1
9606.ENSP00000264956,EVC,EVC_HUMAN,P57679,Ellis-van Creveld syndrome protein,7.0,0.000440778,3.49e-05,0.221445967,4.48e-06,4.24e-05,5.0,0.254163813,5949.0,20.0,1252.0,0.448979592,-0.453305771,2.0,peripheral,0
9606.ENSP00000264995,MRPL3,RM03_HUMAN,P09001,"39S ribosomal protein L3, mitochondrial",297.0,0.018701593,0.000491068,0.281948197,0.069797016,0.00022379,112.0,0.381398992,260913.0,17.0,842.0,0.141368795,2.068520521,8.0,peripheral,1
9606.ENSP00000265018,FAM184B,F184B_HUMAN,Q9ULE4,Protein FAM184B,3.0,0.000188905,0.0,0.196573542,1.99e-06,1.57e-05,3.0,0.763282648,2283.0,3.0,1094.0,0.666666667,-0.749915338,2.0,connector,0
9606.ENSP00000265056,MCM2,MCM2_HUMAN,P49736,DNA replication licensing factor MCM2,124.0,0.007808073,0.000319698,0.264843379,0.000866512,0.000171768,45.0,0.25008787,110711.0,5.0,888.0,0.498569199,1.639164471,3.0,peripheral,1
9606.ENSP00000265070,GOLPH3,GOLP3_HUMAN,Q9H4A6,Golgi phosphoprotein 3,44.0,0.002770606,0.000664593,0.250030236,2.32e-05,0.000114912,18.0,0.168396009,35995.0,25.0,998.0,0.385330579,1.33163533,4.0,peripheral,0
9606.ENSP00000265073,SUB1,TCP4_HUMAN,P53999,,7.0,0.000440778,3.12e-06,0.225955712,6.94e-05,2.27e-05,6.0,0.158162079,5580.0,11.0,893.0,0.693877551,-0.740499538,3.0,connector,0
9606.ENSP00000265087,STC2,STC2_HUMAN,O76061,Stanniocalcin-2,4.0,0.000251873,8.04e-06,0.198532048,4.28e-07,2.56e-05,3.0,0.137098157,3316.0,5.0,888.0,0.625,-0.758873739,2.0,connector,0
9606.ENSP00000265097,THOC3,THOC3_HUMAN,Q6NZ53,THO complex subunit 3,21.0,0.001322335,3.98e-06,0.239615064,7.12e-05,4.31e-05,17.0,0.5754648,18698.0,11.0,893.0,0.176870748,-0.267411267,2.0,peripheral,1
9606.ENSP00000265104,DNAH5,DYH5_HUMAN,Q8TE73,"Dynein heavy chain 5, axonemal",36.0,0.00226686,0.000198667,0.21195931,3.76e-06,0.000114687,17.0,0.391116426,30535.0,22.0,371.0,0.054012346,1.892832545,1.0,peripheral,0
9606.ENSP00000265107,WDR70,WDR70_HUMAN,Q9H053,WD repeat-containing protein 70,44.0,0.002770606,7.12e-05,0.237612071,0.000649831,5.73e-05,39.0,0.734800001,36722.0,11.0,893.0,0.087809917,0.372649334,2.0,peripheral,1
9606.ENSP00000265162,ENPEP,AMPE_HUMAN,Q07075,Glutamyl aminopeptidase,15.0,0.000944525,2.44e-05,0.249841691,2.57e-05,4.04e-05,14.0,0.200626508,12453.0,1.0,2329.0,0.444444444,-0.448249937,1.0,peripheral,0
9606.ENSP00000265164,CASP6,CASP6_HUMAN,P55212,Caspase-6,25.0,0.001574208,5.35e-05,0.273199597,0.000139204,5.78e-05,20.0,0.28423131,21229.0,1.0,2329.0,0.5632,-0.275492349,6.0,peripheral,0
9606.ENSP00000265174,PAPSS1,PAPS1_HUMAN,O43252,Adenylyl-sulfate kinase,22.0,0.001385303,0.000219604,0.238351447,0.000701799,6.96e-05,13.0,0.108597214,19013.0,13.0,39.0,0.79338843,0.743741526,6.0,connector,0
9606.ENSP00000265295,SPDL1,SPDLY_HUMAN,B4E393,Protein Spindly,18.0,0.00113343,5.1e-05,0.24025389,3.52e-05,3.91e-05,15.0,0.462896316,15501.0,5.0,888.0,0.290123457,-0.354010145,2.0,peripheral,1
9606.ENSP00000265350,MED20,MED20_HUMAN,B4DE08,,97.0,0.006107928,2.61e-05,0.26167682,0.002697875,0.000101262,87.0,0.757419531,85791.0,7.0,1183.0,0.060367733,1.187652132,2.0,peripheral,1
9606.ENSP00000265354,SRF,SRF_HUMAN,P11831,Serum response factor,37.0,0.002329828,0.000182156,0.259649448,7.68e-05,9.06e-05,20.0,0.103079612,32097.0,20.0,1252.0,0.476260044,0.996258245,6.0,peripheral,1
9606.ENSP00000265362,SEMA3A,SEM3A_HUMAN,Q14563,Semaphorin-3A,19.0,0.001196398,2.1e-05,0.229472861,5.28e-06,6.05e-05,13.0,0.262619683,16516.0,4.0,2493.0,0.360110803,0.095453672,3.0,peripheral,0
9606.ENSP00000265379,COL6A5,CO6A5_HUMAN,A8TX70,Collagen alpha-5(VI) chain,18.0,0.00113343,1.61e-05,0.237195865,1.44e-05,3.97e-05,16.0,0.382324796,13582.0,1.0,2329.0,0.104938272,-0.246699418,1.0,peripheral,1
9606.ENSP00000265395,HIBADH,3HIDH_HUMAN,P31937,,22.0,0.001385303,2.23e-05,0.22541731,8.89e-05,5.04e-05,22.0,0.740057285,19763.0,8.0,1936.0,0.08677686,0.111446585,1.0,peripheral,0
9606.ENSP00000265465,POLA2,DPOA2_HUMAN,B4DNB4,DNA polymerase alpha subunit B,56.0,0.003526226,7.61e-06,0.241653267,9.71e-05,8.72e-05,34.0,0.447119951,49536.0,5.0,888.0,0.069515306,0.860580636,2.0,peripheral,1
9606.ENSP00000265563,PRKAR2A,KAP2_HUMAN,P13861,,30.0,0.00188905,0.00013928,0.251117536,4.6e-05,9.21e-05,16.0,0.224965204,25809.0,4.0,2493.0,0.511111111,0.359919113,5.0,peripheral,0
9606.ENSP00000265564,EXOSC7,EXOS7_HUMAN,Q15024,Exosome complex component RRP42,72.0,0.00453372,0.000145596,0.238979767,0.006979807,8.49e-05,48.0,0.451190577,60672.0,17.0,842.0,0.294753086,-0.347097471,5.0,peripheral,1
9606.ENSP00000265565,SCAP,SCAP_HUMAN,Q12770,,12.0,0.00075562,2.59e-05,0.229965642,6.69e-06,3.99e-05,9.0,0.25292932,10292.0,8.0,1936.0,0.708333333,-0.784481604,3.0,connector,1
9606.ENSP00000265641,CPT1A,CPT1A_HUMAN,P50416,,38.0,0.002392796,0.00018329,0.250671021,4.69e-05,8.67e-05,20.0,0.245706483,31175.0,8.0,1936.0,0.362880886,0.585761508,4.0,peripheral,0
9606.ENSP00000265643,GAL,GALA_HUMAN,P22466,Galanin,48.0,0.00302248,0.000392093,0.242279205,1.58e-05,0.000150066,20.0,0.17655243,39669.0,4.0,2493.0,0.118923611,1.68224632,2.0,peripheral,0
9606.ENSP00000265689,CHKA,CHKA_HUMAN,P35790,Choline kinase alpha,20.0,0.001259367,0.000306411,0.249784226,0.000151744,5.39e-05,13.0,0.206515572,17223.0,8.0,1936.0,0.58,-0.362868339,3.0,peripheral,1
9606.ENSP00000265896,SQLE,ERG1_HUMAN,Q14534,Squalene monooxygenase,47.0,0.002959511,0.000378024,0.237743514,2.5e-05,0.000128195,19.0,0.28799332,40511.0,8.0,1936.0,0.082390222,1.376286381,2.0,peripheral,0
9606.ENSP00000265922,BRINP1,BRNP1_HUMAN,O60477,,3.0,0.000188905,5.61e-05,0.228188767,7.11e-06,2.12e-05,2.0,0.265896293,2549.0,1.0,2329.0,0.444444444,-0.678593387,1.0,peripheral,0
9606.ENSP00000265963,GTF2H1,TF2H1_HUMAN,B3KXE0,General transcription factor IIH subunit 1,119.0,0.007493231,0.00012796,0.275570093,0.00306231,0.000134892,87.0,0.542596114,104533.0,7.0,1183.0,0.321728691,1.2492224,5.0,peripheral,1
9606.ENSP00000265965,SERGEF,SRGEF_HUMAN,Q9UGK8,,3.0,0.000188905,4.31e-06,0.201243955,2.77e-06,1.93e-05,3.0,0.298899852,2683.0,19.0,419.0,0.666666667,-1.04113943,2.0,connector,0
9606.ENSP00000265978,FAM160A2,F16A2_HUMAN,Q8N612,FTS and Hook-interacting protein,5.0,0.000314842,8.95e-06,0.204092585,4.72e-07,3.42e-05,5.0,0.678008037,4767.0,22.0,371.0,0.32,-0.651221107,1.0,peripheral,0
9606.ENSP00000266031,HYAL1,HYAL1_HUMAN,Q12794,Hyaluronidase-1,7.0,0.000440778,1.05e-06,0.225219354,6.46e-06,3.27e-05,6.0,0.201706555,5823.0,8.0,1936.0,0.489795918,-0.784481604,1.0,peripheral,0
9606.ENSP00000266058,SLIT1,SLIT1_HUMAN,O75093,Slit homolog 1 protein,12.0,0.00075562,5.4e-06,0.213528622,2.72e-06,4.2e-05,10.0,0.240715036,10044.0,4.0,2493.0,0.402777778,-0.221904858,2.0,peripheral,0
9606.ENSP00000266079,PRPF6,PRP6_HUMAN,B2RAR5,Pre-mRNA-processing factor 6,108.0,0.006800579,7.08e-05,0.253369843,0.002263976,0.000133729,55.0,0.486846419,98092.0,11.0,893.0,0.123113855,2.014543921,3.0,peripheral,1
9606.ENSP00000266126,EIF2B2,EI2BB_HUMAN,O43201,,13.0,0.000818588,3.73e-05,0.237072706,0.000897027,3.22e-05,11.0,0.639295578,11848.0,17.0,842.0,0.272189349,-0.897633665,2.0,peripheral,1
9606.ENSP00000266269,PATZ1,PATZ1_HUMAN,Q9HBE1,,5.0,0.000314842,1.45e-06,0.246694163,6.22e-05,1.79e-05,5.0,0.159743732,4103.0,7.0,1183.0,0.72,-0.700502758,3.0,connector,0
9606.ENSP00000266383,B4GALNT3,B4GN3_HUMAN,Q6L9W6,"Beta-1,4-N-acetylgalactosaminyltransferase 3",7.0,0.000440778,2.48e-05,0.181492342,6.09e-08,4.3e-05,5.0,0.571235377,6461.0,19.0,419.0,0.0,-0.214671313,0.0,peripheral,0
9606.ENSP00000266395,PDE6H,CNCG_HUMAN,Q13956,,16.0,0.001007493,1.67e-05,0.22955511,3.5e-05,4.4e-05,12.0,0.344428538,13678.0,8.0,1936.0,0.21875,-0.257465022,1.0,peripheral,0
